Name,symbol,AssetType,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Valuation
Nutanix Inc,NTNX,Common Stock,"Nutanix, Inc. develops and provides an enterprise cloud platform in North America, Europe, Asia Pacific, the Middle East, Latin America, and Africa. The company is headquartered in San Jose, California.",1618732,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1740 TECHNOLOGY DRIVE, SUITE 150, SAN JOSE, CA, US",July,2022-01-31,6116295000,-535108992,None,0.6,0.331,0,0,-4.759,7.15,-0.666,-0.363,-0.15,0.0,1526826000.0,1102471000.0,-4.759,0.0,0.193,43.38,-,-,4.006,-,3.974,-,1.59,44.5,21.99,26.0,33.26,220566000.0,None,None,5734716000.0
Confluent Inc. Class A Common Stock,CFLT,Common Stock,"Confluent, Inc. is dedicated to developing a cloud-native platform for data in motion that helps companies connect their applications with real-time streams in the United States and internationally. The company is headquartered in Mountain View, California.",1699838,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"899 W. EVELYN AVENUE, MOUNTAIN VIEW, CA, US",December,2021-12-31,11351907000,None,None,None,3.128,0,0,-1.817,2.056,-0.884,-0.876,-0.148,-0.613,387864000.0,251585000.0,-1.817,0.0,0.705,81.67,-,-,29.27,14.22,28.88,-,None,94.97,28.03,48.33,58.45,118837000.0,None,None,5743392210.0
Owl Rock Capital Corporation,ORCC,Common Stock,None,1655888,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,5867419000,None,9.33,None,15.08,1.24,0.0839,1.593,2.604,0.612,0.698,0.0362,0.107,1021403000.0,1021403000.0,1.593,-0.048,0.273,15.64,9.33,11.03,5.74,0.997,-,-,0.919,14.93,12.36,14.7,14.48,394581000.0,2022-05-13,2022-03-30,5800340700.0
Scientific Games Corporation,SGMS,Common Stock,"Scientific Games Corporation develops technology-based products and services and related content for the gaming, lottery, social and digital gaming industries in the United States and internationally. The company is headquartered in Las Vegas, Nevada.",750004,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"750 LEXINGTON AVE, NEW YORK, NY, US",December,2021-12-31,5875025000,594000000,16.06,-0.38,-23.79,0,0,3.785,22.43,0.172,0.129,0.0218,0.0,2153000000.0,1544000000.0,3.785,0.0,0.21,75.56,16.06,19.23,2.729,-,6.59,24.38,1.885,90.2,39.86,60.02,68.33,96676000.0,None,None,5802493520.0
Rapid7 Inc,RPD,Common Stock,"Rapid7, Inc. provides cyber security solutions. The company is headquartered in Boston, Massachusetts.",1560327,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"120 CAUSEWAY STREET, BOSTON, MA, US",December,2021-12-31,6529766000,-29284000,None,-1.05,1.37,0,0,-2.65,9.69,-0.273,-0.21,-0.0635,-1.278,535404000.0,366456000.0,-2.65,0.0,0.34,131.25,-,1111.11,12.2,57.92,13.45,-,1.343,145.0,72.96,100.19,111.73,58079000.0,None,None,5818935010.0
Grupo Televisa S.A.B,TV,Common Stock,"Grupo Televisa, SAB is a media company in the Spanish-speaking world. The company is headquartered in Mexico City, Mexico.",912892,NYSE,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"AV VASCO DE QUIROGA 2000, COLONIA SANTA FE, MEXICO, D.F., MX",December,2021-12-31,6618188000,38953538000,26.02,0.973,142.99,0.35,0.0075,0.45,185.46,0.052,0.18,0.0414,0.0716,103521821000.0,43960302000.0,0.45,-0.092,0.037,14.26,26.02,18.9,0.0639,1.641,0.116,0.519,0.735,15.06,8.65,10.48,11.32,562899000.0,2021-06-10,2021-05-27,5899181520.0
DigitalOcean Holdings Inc,DOCN,Common Stock,"DigitalOcean Holdings, Inc. operates a cloud computing platform that provides platform infrastructure and tools for developers, startups, and small and medium-sized businesses in North America, Europe, Asia, and internationally. The company is headquartered in New York, New York.",1582961,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","101 AVENUE OF THE AMERICAS, 10TH FLOOR, NEW YORK, NY, US",December,2021-12-31,6410506000,64231000,None,1.871,5.39,0,0,-0.209,4.597,-0.0455,-0.025,-0.0053,-0.0574,428561000.0,257966000.0,-0.209,0.0,0.367,78.25,-,100,14.96,11.61,15.08,87.43,None,133.4,35.35,56.22,70.45,107613000.0,None,None,6050002860.0
CyberArk Software Ltd,CYBR,Common Stock,"CyberArk Software Ltd., develops, markets and sells software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally. The company is headquartered in Petah Tikva, Israel.",1598110,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"94 EM-HA'MOSHAVOT RD., PARK OFER, P.O. BOX 3143, PETACH-TIKVA, IL",December,2021-12-31,6813716000,7834000,None,53.41,18.14,0,0,-2.12,12.69,-0.167,-0.156,-0.0301,-0.117,502917000.0,409610000.0,-2.12,-0.434,0.047,198.43,-,1111.11,13.55,9.44,12.84,381.03,1.277,201.68,113.34,151.48,158.72,40085400.0,None,None,6072136392.0
The Descartes Systems Group Inc,DSGX,Common Stock,"Descartes Systems Group Inc. provides cloud-based logistics and supply chain management business process solutions that focus on improving productivity, performance and security for intensive logistics companies globally. The company is headquartered in Waterloo, Canada.",1050140,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"120 RANDALL ST, WATERLOO ONTARIO CAN, ON, CA",January,2022-01-31,6178675000,174090000,72.8,3.33,11.8,0,0,1,5.02,0.203,0.259,0.0611,0.0903,424690000.0,322880000.0,1.0,0.101,0.203,88.25,72.8,54.35,14.55,6.47,14.7,37.18,1.045,91.39,56.78,71.79,76.22,84756000.0,None,None,6084633240.000001
Omnicell Inc,OMCL,Common Stock,"Omnicell, Inc., provides medication management automation solutions and adherence tools for health care systems and pharmacies in the United States and internationally. The company is headquartered in Mountain View, California.",926326,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"590 E. MIDDLEFIELD ROAD, MOUNTAIN VIEW, CA, US",December,2021-12-31,5735247000,148817000,79.7,2.28,25.96,0,0,1.62,26.04,0.0688,0.0903,0.0322,0.0736,1132018000.0,555042000.0,1.62,-0.26,0.248,179.9,79.7,34.72,5.07,5.16,5.39,34.96,1.158,187.29,118.81,138.87,156.63,44421400.0,None,None,6168799818.0
TIM S.A,TIMB,Common Stock,"TIM SA is a telecommunications company in Brazil. The company is headquartered in Rio de Janeiro, Brazil.",1826168,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),NONE,December,2021-12-31,7459688000,6533444000,11.99,1.327,51.87,0.369,0.0312,1.285,37.3,0.164,0.18,0.0444,0.122,18058027000.0,9615004000.0,1.285,0.002,0.026,15.03,11.99,13.99,0.413,1.31,0.418,0.799,None,15.61,9.58,13.04,11.76,484081000.0,2022-05-04,2022-04-01,6312416240.0
KT Corporation,KT,Common Stock,"KT Corporation provides integrated telecommunications and platform services in Korea and internationally. The company is headquartered in Seongnam, South Korea.",892450,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"206 JUNGJA DONG, BUNDANG GU,, SUNGNAM, KYUNGGI DO, 463-711,, KOREA M5, KR",December,2021-12-31,7144982000,4775684866000,6.45,1.119,31755.76,1910,0.0454,2.35,52929.03,0.0545,0.0672,0.0295,0.0909,24898005107000.0,10279051000000.0,2.35,5.18,0.067,18.26,6.45,8.4,0.0003,0.559,0.0004,0.0017,0.467,15.35,12.22,13.39,13.55,471616000.0,2014-04-25,2020-12-30,6314938240.0
Azenta Inc,AZTA,Common Stock,None,933974,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","15 ELIZABETH DRIVE, CHELMSFORD, MA, US",September,2021-12-31,6358870000,65961000,49.58,None,18.42,0.4,0.0047,1.712,7.2,0.239,0.0065,0.0013,-0.0219,535213000.0,243809000.0,1.712,0.651,0.182,119.86,49.58,28.9,11.88,4.851,12.17,522.72,1.709,124.68,74.05,84.34,94.65,74916000.0,2021-12-23,2021-12-02,6318415440.0
FS KKR Capital Corp,FSK,Common Stock,None,1422183,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,6566753000,None,3.228,None,27.17,2.47,0.109,7.16,5.11,1.401,0.765,0.0423,0.28,1081000000.0,1081000000.0,7.16,-0.452,1.233,23.5,3.228,8.76,6.07,0.843,-,-,1.493,23.12,17.96,22.23,21.93,284275000.0,2022-04-04,2022-03-15,6319433250.0
Thoughtworks Holding Inc. Common Stock,TWKS,Common Stock,"Thoughtworks Holding, Inc. provides technology consulting services in North America, Asia Pacific, Europe, and Latin America. The company is headquartered in Chicago, Illinois.",1866550,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"200 EAST RANDOLPH STREET, 25TH FLOOR, CHICAGO, IL, US",December,2021-12-31,6386413000,56960000,None,None,2.322,0,0,-0.33,4.208,-0.0221,0.0277,0.0125,-0.0312,1069945000.0,380502000.0,-0.33,0.0,0.39,28.7,-,41.49,5.97,9.29,6.28,161.78,None,34.43,17.79,21.21,25.57,305132000.0,None,None,6471849720.0
CACI International Inc,CACI,Common Stock,"CACI International Inc, provides information solutions and services in North America and internationally. The company is headquartered in Arlington, Virginia.",16058,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"1100 N GLEBE ST, ARLINGTON, VA, US",June,2021-12-31,7125133000,642877000,16.86,3.38,121.58,0,0,18.06,255.31,0.0715,0.0845,0.051,0.152,6092594000.0,2113428000.0,18.06,-0.084,0.012,314.45,16.86,14.33,1.169,2.467,1.536,14.56,0.942,313.52,238.29,276.81,269.02,23405600.0,None,None,6478904136.0
Switch Inc,SWCH,Common Stock,"Switch, Inc., through its subsidiary, Switch, Ltd., provides colocation space and related services in the United States. The company is headquartered in Las Vegas, Nevada.",1710583,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","7135 SOUTH DECATUR BOULEVARD, LAS VEGAS, NV, US",December,2021-12-31,7622480000,281282000,788.75,None,2.27,0.205,0.0068,0.04,4.415,0.0091,0.177,0.026,0.024,592045000.0,251208000.0,0.04,-0.351,0.263,30.62,788.75,98.04,12.87,13.84,10.51,95.68,0.704,31.57,16.58,26.83,25.25,241600000.0,2022-03-22,2022-03-10,6482128000.0
Change Healthcare Inc,CHNG,Common Stock,"Change Healthcare Inc., an independent healthcare technology company, provides analytics and data-driven solutions to improve clinical, financial, administrative, and patient engagement outcomes in the United States healthcare system. The company is headquartered in Nashville, Tennessee.",1756497,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"424 CHURCH STREET, SUITE 1400, NASHVILLE, TN, UNITED STATES",March,2021-12-31,6800706000,724099000,None,1.137,10.42,0,0,-0.24,10.57,-0.0227,0.0406,0.0087,-0.0239,3415844000.0,1558814000.0,-0.24,-0.98,0.103,25.8,-,14.14,1.991,2.119,3.353,14.68,1.343,23.8,18.97,20.78,21.28,311959000.0,None,None,6482508020.0
Colfax Corporation,CFX,Common Stock,"Colfax Corporation is a diversified technology company globally. The company is headquartered in Annapolis Junction, Maryland.",1420800,NYSE,USD,USA,TECHNOLOGY,PUMPS & PUMPING EQUIPMENT,"420 NATIONAL BUSINESS PARKWAY, 5TH FLOOR, ANNAPOLIS JUNCTION, MD, US",December,2021-12-31,6548385000,597830000,89.01,1.145,29.55,0,0,0.456,25.12,0.0186,0.0876,0.0266,0.0239,3854303000.0,1618887000.0,0.456,0.656,0.236,50.42,89.01,16.86,1.699,1.425,2.111,16.25,2.132,54.67,35.66,40.43,45.57,161330000.0,None,None,6522571900.0
Donaldson Company Inc,DCI,Common Stock,"Donaldson Company, Inc. manufactures and sells filtration systems and replacement parts worldwide. The company is headquartered in Bloomington, Minnesota.",29644,NYSE,USD,USA,TECHNOLOGY,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,"1400 W. 94TH ST., MINNEAPOLIS, MN, US",July,2022-01-31,6534983000,515100000,21.15,1.71,9.04,0.88,0.0166,2.501,24.79,0.102,0.135,0.11,0.29,3101500000.0,977500000.0,2.501,0.295,0.182,63,21.15,20.04,2.107,5.97,2.293,13.35,1.34,68.8,48.52,53.29,59.52,123558000.0,2022-02-25,2022-02-10,6584405820.0
Frontier Communications Parent Inc,FYBR,Common Stock,"Frontier Communications Parent, Inc., provides various services to residential and business customers over its fiber optic and copper networks in 25 states in the United States. The company is headquartered in Norwalk, Connecticut.",20520,NASDAQ,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"401 MERRITT 7, NORWALK, CT, US",December,2021-12-31,6990440000,2385000000,1.148,None,18.82,0,0,24.91,32.41,0.773,0.179,0.043,0.0,6411000000.0,4049000000.0,24.91,2.643,-0.09,42.88,1.148,29.41,1.09,1.5,-,-,-0.0524,35.15,23.24,27.01,29.26,244421000.0,None,None,6601811210.0
Weibo Corporation,WB,Common Stock,"Weibo Corporation functions as a social media platform for people to create, distribute and discover content in the People's Republic of China. ",1595761,NASDAQ,USD,China,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","8/F, QIHAO PLAZA, NO. 8 XINYUAN S. ROAD,, CHAOYANG DISTRICT, BEIJING, CHINA",December,2021-12-31,6060719000,752420000,13.77,2.127,15.19,0,0,1.86,9.86,0.19,0.309,0.0629,0.125,2257083000.0,1853242000.0,1.86,2.915,0.2,40.38,13.77,9.25,2.685,1.669,2.429,8.03,0.932,64.7,18.62,28.46,41.86,236562000.0,None,None,6732554520.0
Dropbox Inc,DBX,Common Stock,"Dropbox, Inc. provides a worldwide collaboration platform. The company is headquartered in San Francisco, California.",1467623,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1800 OWENS STREET, SUITE 200, SAN FRANCISCO, CA, US",December,2021-12-31,9117738000,458300000,28.11,2.245,0.823,0,0,0.85,5.56,0.156,0.142,0.07,0.168,2157900000.0,1713700000.0,0.85,1.407,0.122,33,28.11,16.42,4.225,29.81,4.569,21.57,0.915,33.0,19.9,23.09,27.24,298857000.0,None,None,6900608130.0
Brunswick Corporation,BC,Common Stock,"Brunswick Corporation designs, manufactures and markets recreational products worldwide. The company is headquartered in Mettawa, Illinois.",14930,NYSE,USD,USA,TECHNOLOGY,ENGINES & TURBINES,"26125 N. RIVERWOODS BLVD. SUITE 500, METTAWA, IL, US",December,2021-12-31,6150580000,1023900000,10.61,0.97,24.88,1.275,0.0182,7.56,75.14,0.102,0.145,0.115,0.348,5846200000.0,1699800000.0,7.56,0.078,0.232,119.54,10.61,12.09,1.052,3.528,1.422,8.48,1.665,116.03,79.25,90.51,96.54,76614000.0,2022-03-15,2022-02-25,6934333140.0
Endava plc,DAVA,Common Stock,"Endava plc provides technology services for clients in the consumer products, healthcare, logistics and retail sectors in Europe, Latin America and North America. The company is headquartered in London, United Kingdom.",1656081,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"125 OLD BROAD STREET, LONDON, GB",June,2021-12-31,7334667000,99056000,89.23,None,6.47,0,0,1.468,9.88,0.118,0.153,0.114,0.208,551066000.0,153833000.0,1.468,0.859,0.498,13784.7,89.23,68.49,13.31,15.82,14.99,113.63,1.039,172.41,79.21,124.15,135.77,55994000.0,None,None,6951655100.0
Pegasystems Inc,PEGA,Common Stock,"Pegasystems Inc. develops, markets, licenses, hosts and supports business software applications in the United States, the rest of the Americas, the United Kingdom, the rest of Europe, the Middle East, Africa, and Asia-Pacific. The company is headquartered in Cambridge, Massachusetts.",1013857,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"ONE ROGERS STREET, CAMBRIDGE, MA, US",December,2021-12-31,6550135000,-50009000,None,1.457,5.09,0.12,0.0015,-0.775,14.89,-0.052,-0.0782,-0.037,-0.132,1211653000.0,875290000.0,-0.775,3.292,0.059,128.9,-,125,5.41,16.23,5.84,18764.62,1.169,143.5,71.58,86.67,114.96,81632000.0,2022-04-15,2022-03-31,7075045440.0
Smartsheet Inc,SMAR,Common Stock,"Smartsheet Inc. provides a cloud-based platform for job execution. The company is headquartered in Bellevue, Washington.",1366561,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"10500 NE 8TH STREET, SUITE 1300, BELLEVUE, WA, US",January,2022-01-31,7152550000,-60494000,None,None,3.949,0,0,-1.362,4.384,-0.311,-0.29,-0.104,-0.332,550832000.0,434359000.0,-1.362,0.0,0.432,63,-,-,12.98,14.3,12.43,-,1.574,85.65,41.65,55.11,67.14,128643000.0,None,None,7089515730.0
NOV Inc,NOV,Common Stock,"NOV Inc. is an American multinational corporation based in Houston, Texas. It is a leading worldwide provider of equipment and components used in oil and gas drilling and production operations, oilfield services, and supply chain integration services to the upstream oil and gas industry.",1021860,NYSE,USD,USA,TECHNOLOGY,OIL & GAS FIELD MACHINERY & EQUIPMENT,"7909 PARKWOOD CIRCLE DR, HOUSTON, TX, US",December,2021-12-31,7939686000,198000000,None,-0.31,12.73,0.05,0.0102,-0.65,14.31,-0.0453,-0.0243,-0.0086,-0.0474,5524000000.0,774000000.0,-0.65,0.0,0.143,17.61,-,123.46,1.437,1.545,1.542,55.67,1.983,24.0,11.43,18.07,14.93,392665000.0,2022-03-25,2022-03-10,7095456550.0
ITT Inc,ITT,Common Stock,"ITT Inc. manufactures and sells critical engineered components and custom technology solutions for the energy, transportation and industrial markets globally. The company is headquartered in White Plains, New York.",216228,NYSE,USD,USA,TECHNOLOGY,PUMPS & PUMPING EQUIPMENT,"1133 WESTCHESTER AVENUE, WHITE PLAINS, NY, US",December,2021-12-31,6487065000,550500000,20.8,1.242,26.03,0.88,0.0139,3.657,32.15,0.114,0.158,0.0697,0.147,2765000000.0,899500000.0,3.657,-0.179,-0.033,109.18,20.8,17.09,2.346,3.055,2.331,11.97,1.601,104.95,74.9,84.94,93.11,85300000.0,2022-04-04,2022-03-08,7245382000.0
Nexstar Media Group Inc,NXST,Common Stock,"Nexstar Media Group, Inc., a broadcast television and digital media company, focuses on the acquisition, development and operation of television stations and interactive community websites and digital media services in the United States. The company is headquartered in Irving, Texas.",1142417,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"5215 N. O'CONNOR BLVD., SUITE 1400, IRVING, TX, US",December,2021-12-31,7668400000,1741328000,9.85,2.687,69.93,2.8,0.0192,18.98,110.33,0.179,0.274,0.0597,0.308,4648371000.0,2813072000.0,18.98,-0.223,-0.095,209.25,9.85,9.47,1.65,2.712,3.226,7.63,1.514,192.84,134.01,178.21,158.24,41003100.0,2022-02-28,2022-02-10,7307162451.0
Anaplan Inc,PLAN,Common Stock,"Anaplan, Inc. provides a cloud-based, connected planning platform to connect organizations and people. The company is headquartered in San Francisco, California.",1540755,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"50 HAWTHORNE STREET, SAN FRANCISCO, CA, US",January,2022-01-31,9795194000,-145652000,None,None,1.762,0,0,-1.392,4.049,-0.344,-0.339,-0.16,-0.753,592176000.0,435835000.0,-1.392,0.0,0.328,69.26,-,-,16.54,37.22,16.08,-,1.839,70.25,39.92,49.86,54.59,150210000.0,None,None,7489470600.0
Lincoln Electric Holdings Inc,LECO,Common Stock,"Lincoln Electric Holdings, Inc. designs, develops, manufactures and sells welding, cutting and brazing products worldwide. The company is headquartered in Cleveland, Ohio.",59527,NASDAQ,USD,USA,TECHNOLOGY,METALWORKG MACHINERY & EQUIPMENT,"22801 ST CLAIR AVE, CLEVELAND, OH, US",December,2021-12-31,8057379000,553912000,29.88,1.49,14.7,2.09,0.0163,4.6,54.53,0.0855,0.146,0.12,0.334,3234180000.0,1074409000.0,4.6,0.15,0.217,154.29,29.88,19.53,2.491,9.46,2.706,20.43,1.201,147.36,117.75,129.53,135.22,58625000.0,2022-04-15,2022-03-30,7593696250.0
monday.com Ltd. Ordinary Shares,MNDY,Common Stock,"monday.com Ltd. develops and markets a team management platform for organizations and businesses. The company is headquartered in Tel Aviv-Yafo, Israel with additional offices in New York, New York; London, United Kingdom; Sydney, Australia; Miami, Florida; and San Francisco, California.",1845338,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"6 YITZHAK SADEH STREET, TEL AVIV, IL",December,2021-12-31,7230851000,None,None,None,15.66,0,0,-4.533,10.16,-0.42,-0.409,-0.145,-0.359,308150000.0,269137000.0,-4.533,0.0,0.905,275.2,-,-,23.47,10.69,21.53,-,None,450.0,113.05,174.18,272.78,43720000.0,None,None,7615149600.0
PLDT Inc,PHI,Common Stock,"PLDT Inc. is an integrated telecommunications company in the Philippines. The company is headquartered in Makati City, the Philippines.",78150,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"RAMON COJUANGCO BUILDING, MAKATI AVENUE, MAKATI CITY, PH",December,2021-12-31,7531713000,86980002000,14.88,0,567.94,84,0.0473,2.342,894.48,0.136,0.228,0.0457,0.203,193256997000.0,150718000000.0,2.342,0.638,0.034,35,14.88,16.47,0.039,3.278,0.0635,0.123,0.0348,37.76,22.58,35.33,31.84,216056000.0,2022-04-19,2022-03-15,7633258480.0
GDS Holdings Limited,GDS,Common Stock,"GDS Holdings Limited, develops and operates data centers in the People's Republic of China. The company is headquartered in Shanghai, the People's Republic of China.",1526125,NASDAQ,USD,China,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","2/F, TOWER 2, YOUYOU CENTURY PLACE,, 428 SOUTH YANGGAO ROAD,, SHANGHAI, CHINA",December,2021-12-31,8280151000,3186420000,None,0,134.12,0,0,-1.138,43.05,-0.162,0.0728,0.0055,-0.0453,7818681000.0,1779429000.0,-1.138,0.0,0.341,68.94,-,10000,1.059,2.107,1.537,3.672,0.989,87.69,19.83,40.21,53.76,190554000.0,None,None,7662176340.0
